"homeTeamName","awayTeamName","league_name","goalsHomeTeam","goalsAwayTeam","home_prob","draw_prob","away_prob"
"EC Flamengo","Atlético Mineiro","Campeonato Brasileiro da Série A",1,1,0.485308238909161,0.270213174572691,0.244478586518149
"Corinthians","Chapecoense","Campeonato Brasileiro da Série A",1,1,0.688262702462836,0.20745506989128,0.104282227645884
"Fluminense FC","Santos FC","Campeonato Brasileiro da Série A",3,2,0.495541834233976,0.273571543742344,0.23088662202368
"Cruzeiro","Sao Paulo","Campeonato Brasileiro da Série A",1,0,0.483381154134935,0.283023168507991,0.233595677357074
"Bahia","Atlético PR","Campeonato Brasileiro da Série A",6,2,0.529638233320984,0.278489251133963,0.191872515545053
"Ponte Preta","Sport Recife","Campeonato Brasileiro da Série A",4,0,0.572428312602089,0.256722853316727,0.170848834081184
"Palmeiras","Vasco da Gama","Campeonato Brasileiro da Série A",4,0,0.677357074380689,0.209839195985491,0.112803729633819
"Grémio","Botafogo","Campeonato Brasileiro da Série A",2,0,0.53858984571406,0.275061343396852,0.186348810889089
"Coritiba FC","Atlético Goianiense","Campeonato Brasileiro da Série A",4,1,0.601283005329913,0.25057858881845,0.148138405851637
"Santos FC","Coritiba FC","Campeonato Brasileiro da Série A",1,0,0.609770110597894,0.235483553949547,0.154746335452559
"Chapecoense","Palmeiras","Campeonato Brasileiro da Série A",1,0,0.320710473623705,0.28930559044987,0.389983935926425
"Atlético Goianiense","EC Flamengo","Campeonato Brasileiro da Série A",0,3,0.245821703140324,0.280434529157208,0.473743767702468
"EC Vitória","Corinthians","Campeonato Brasileiro da Série A",0,1,0.301261799814608,0.300334840430563,0.398403359754829
"Atlético Mineiro","Fluminense FC","Campeonato Brasileiro da Série A",1,2,0.598766000785542,0.232780045636444,0.168453953578014
"Sport Recife","Cruzeiro","Campeonato Brasileiro da Série A",1,1,0.319709542774723,0.296387266098148,0.383903191127129
"Sao Paulo","Avaí SC","Campeonato Brasileiro da Série A",2,0,0.700479481475532,0.205300487862798,0.0942200306616705
"EC Vitória","Coritiba FC","Campeonato Brasileiro da Série A",0,1,0.457555816935287,0.28664526178593,0.255798921278783
"Atlético Mineiro","Ponte Preta","Campeonato Brasileiro da Série A",2,2,0.677513153634187,0.203479758993529,0.119007087372284
"Atlético Goianiense","Corinthians","Campeonato Brasileiro da Série A",0,1,0.175739494304561,0.262191987470514,0.562068518224925
"Atlético PR","EC Flamengo","Campeonato Brasileiro da Série A",1,1,0.33553244066433,0.293213033733694,0.371254525601977
"Santos FC","Cruzeiro","Campeonato Brasileiro da Série A",0,1,0.470974025301242,0.280955686562989,0.248070288135769
"Botafogo","Bahia","Campeonato Brasileiro da Série A",1,0,0.545626828705284,0.266462910623681,0.187910260671035
"Coritiba FC","Atlético PR","Campeonato Brasileiro da Série A",1,0,0.533777637906251,0.27618022142505,0.190042140668699
"Corinthians","Santos FC","Campeonato Brasileiro da Série A",2,0,0.49921915488894,0.282201029697805,0.218579815413255
"EC Flamengo","Botafogo","Campeonato Brasileiro da Série A",0,0,0.592895467777848,0.24693890450527,0.160165627716883
"Ponte Preta","Sao Paulo","Campeonato Brasileiro da Série A",1,0,0.370810973237228,0.301929677899044,0.327259348863728
"Palmeiras","Atlético Mineiro","Campeonato Brasileiro da Série A",0,0,0.537946132702467,0.258016061411473,0.20403780588606
"Grémio","Vasco da Gama","Campeonato Brasileiro da Série A",2,0,0.659248354835981,0.224580228038187,0.116171417125832
"Cruzeiro","Chapecoense","Campeonato Brasileiro da Série A",0,2,0.630563106147221,0.241968513525151,0.127468380327628
"Coritiba FC","Palmeiras","Campeonato Brasileiro da Série A",1,0,0.350978606489056,0.299300774858766,0.349720618652178
"Santos FC","Botafogo","Campeonato Brasileiro da Série A",1,0,0.585445820357116,0.260893859339178,0.153660320303705
"Vasco da Gama","Corinthians","Campeonato Brasileiro da Série A",2,5,0.351999258818897,0.297267666746447,0.350733074434656
"Sport Recife","EC Flamengo","Campeonato Brasileiro da Série A",2,0,0.337247779847013,0.29356809751743,0.369184122635556
"Chapecoense","Grémio","Campeonato Brasileiro da Série A",3,6,0.368569151946047,0.309084890081337,0.322345957972616
"Atlético Goianiense","Ponte Preta","Campeonato Brasileiro da Série A",3,0,0.317681548379226,0.293759745037417,0.388558706583357
"Sao Paulo","EC Vitória","Campeonato Brasileiro da Série A",2,0,0.645735521860968,0.228918408631368,0.125346069507664
"Bahia","Cruzeiro","Campeonato Brasileiro da Série A",1,0,0.396165448405656,0.299569552035141,0.304264999559203
"Palmeiras","Fluminense FC","Campeonato Brasileiro da Série A",3,1,0.599197247978922,0.251559500788661,0.149243251232417
"Vasco da Gama","Sport Recife","Campeonato Brasileiro da Série A",2,1,0.540381349433997,0.262412032330071,0.197206618235932
"Botafogo","Coritiba FC","Campeonato Brasileiro da Série A",2,2,0.480376007702656,0.292841830521439,0.226782161775905
"Avaí SC","EC Flamengo","Campeonato Brasileiro da Série A",1,1,0.204445337182554,0.273933780438422,0.521620882379024
"Corinthians","Sao Paulo","Campeonato Brasileiro da Série A",3,2,0.49483838092342,0.286001171105698,0.219160447970883
"Ponte Preta","Chapecoense","Campeonato Brasileiro da Série A",3,2,0.533916833827296,0.277826329203062,0.188256836969642
"EC Vitória","Atlético Mineiro","Campeonato Brasileiro da Série A",2,0,0.318851351351351,0.277972972972973,0.403175675675676
"Cruzeiro","Atlético Goianiense","Campeonato Brasileiro da Série A",2,0,0.704281183932347,0.198202959830867,0.0975158562367865
"Atlético PR","Santos FC","Campeonato Brasileiro da Série A",0,2,0.42609473269717,0.297486871303817,0.276418395999014
"Grémio","Bahia","Campeonato Brasileiro da Série A",1,0,0.672292689515955,0.21228207095674,0.115425239527305
"Atlético Mineiro","Atlético PR","Campeonato Brasileiro da Série A",0,1,0.632835899322159,0.2246334927224,0.142530607955441
"EC Vitória","Botafogo","Campeonato Brasileiro da Série A",2,2,0.435472357782796,0.29205331779445,0.272474324422755
"EC Flamengo","Ponte Preta","Campeonato Brasileiro da Série A",2,0,0.615797652762879,0.237448476684652,0.146753870552469
"Santos FC","Palmeiras","Campeonato Brasileiro da Série A",1,0,0.391487725682615,0.290986399089466,0.317525875227919
"Corinthians","Cruzeiro","Campeonato Brasileiro da Série A",1,0,0.547865722922501,0.271079394154363,0.181054882923136
"Chapecoense","Vasco da Gama","Campeonato Brasileiro da Série A",2,1,0.528064435583722,0.266551002494331,0.205384561921947
"Coritiba FC","Bahia","Campeonato Brasileiro da Série A",0,0,0.528640605843591,0.2720448800196,0.199314514136809
"Fluminense FC","Grémio","Campeonato Brasileiro da Série A",0,2,0.433960200383558,0.282199552272545,0.283840247343897
"Atlético Goianiense","Atlético PR","Campeonato Brasileiro da Série A",0,1,0.382415156810448,0.300974891934149,0.316609951255403
"Vasco da Gama","Avaí SC","Campeonato Brasileiro da Série A",1,0,0.628656053815729,0.237464681375731,0.13387926480854
"Santos FC","Ponte Preta","Campeonato Brasileiro da Série A",0,0,0.588166655226852,0.253277507035486,0.158555837737662
"Coritiba FC","Corinthians","Campeonato Brasileiro da Série A",0,0,0.34249438724162,0.308895254316018,0.348610358442363
"Bahia","Palmeiras","Campeonato Brasileiro da Série A",2,4,0.35487604900164,0.300279733770618,0.344844217227742
"Fluminense FC","EC Flamengo","Campeonato Brasileiro da Série A",2,2,0.272716237155731,0.277364809379976,0.449918953464293
"Chapecoense","Botafogo","Campeonato Brasileiro da Série A",0,2,0.515526530899247,0.285326922907896,0.199146546192858
"Sao Paulo","Atlético Mineiro","Campeonato Brasileiro da Série A",1,2,0.504007820089654,0.272358426247999,0.223633753662348
"Sport Recife","EC Vitória","Campeonato Brasileiro da Série A",1,3,0.553653685818569,0.263862185731565,0.182484128449867
"Cruzeiro","Grémio","Campeonato Brasileiro da Série A",3,3,0.430446040853295,0.294310997812344,0.275242961334361
"EC Vitória","Santos FC","Campeonato Brasileiro da Série A",0,2,0.393654524089307,0.291421856639248,0.314923619271445
"Palmeiras","Atlético Goianiense","Campeonato Brasileiro da Série A",1,0,0.763028462004284,0.159667955659687,0.077303582336029
"Atlético Mineiro","Sport Recife","Campeonato Brasileiro da Série A",2,2,0.641658928133221,0.221282604656676,0.137058467210104
"Atlético PR","Sao Paulo","Campeonato Brasileiro da Série A",1,0,0.41311042674879,0.31148262208535,0.27540695116586
"Botafogo","Vasco da Gama","Campeonato Brasileiro da Série A",3,1,0.499250378995299,0.277699980176465,0.223049640828236
"Ponte Preta","Cruzeiro","Campeonato Brasileiro da Série A",1,0,0.410433262094424,0.28900330289489,0.300563435010686
"Santos FC","Sport Recife","Campeonato Brasileiro da Série A",0,1,0.643406693940331,0.220601726009303,0.135991580050366
"Cruzeiro","Coritiba FC","Campeonato Brasileiro da Série A",2,0,0.589835247508553,0.258713124979914,0.151451627511533
"Atlético PR","EC Vitória","Campeonato Brasileiro da Série A",4,1,0.564011895660813,0.2629917549169,0.172996349422287
"Ponte Preta","Palmeiras","Campeonato Brasileiro da Série A",1,2,0.335263079354268,0.289500166445377,0.375236754200354
"Sao Paulo","Fluminense FC","Campeonato Brasileiro da Série A",1,1,0.525802761168403,0.263569413660299,0.210627825171297
"Grémio","Corinthians","Campeonato Brasileiro da Série A",0,1,0.517820375824588,0.279675786826172,0.20250383734924
"Bahia","EC Flamengo","Campeonato Brasileiro da Série A",0,1,0.331792828685259,0.281115537848606,0.387091633466135
"Chapecoense","Atlético Mineiro","Campeonato Brasileiro da Série A",0,1,0.526654021459106,0.263284545480282,0.210061433060612
"Botafogo","Avaí SC","Campeonato Brasileiro da Série A",0,2,0.652690874078167,0.233446212482361,0.113862913439471
"Atlético Goianiense","Santos FC","Campeonato Brasileiro da Série A",1,1,0.302094822231842,0.293022905648303,0.404882272119855
"Atlético Mineiro","Cruzeiro","Campeonato Brasileiro da Série A",3,1,0.459931578778742,0.274916609411656,0.265151811809603
"Corinthians","Botafogo","Campeonato Brasileiro da Série A",1,0,0.651190082147263,0.229450646445802,0.119359271406935
"Sport Recife","Atlético PR","Campeonato Brasileiro da Série A",1,0,0.56900101573009,0.258050347269882,0.172948637000027
"Avaí SC","Ponte Preta","Campeonato Brasileiro da Série A",0,0,0.3598046875,0.318515625,0.3216796875
"Vasco da Gama","EC Flamengo","Campeonato Brasileiro da Série A",0,1,0.246834698098297,0.265666773157567,0.487498528744136
"Corinthians","Ponte Preta","Campeonato Brasileiro da Série A",2,0,0.604397878937659,0.255286419812746,0.140315701249595
"Chapecoense","Atlético PR","Campeonato Brasileiro da Série A",1,1,0.542046063202999,0.265131226566684,0.192822710230316
"Bahia","Fluminense FC","Campeonato Brasileiro da Série A",1,1,0.441868855416253,0.275078921259132,0.283052223324614
"Coritiba FC","Sport Recife","Campeonato Brasileiro da Série A",0,3,0.532391055319555,0.269627145880069,0.197981798800375
"Atlético Mineiro","Santos FC","Campeonato Brasileiro da Série A",0,1,0.552712009306716,0.261997197221233,0.185290793472051
"Ponte Preta","Bahia","Campeonato Brasileiro da Série A",0,3,0.509776305103579,0.277267609613446,0.212956085282975
"Palmeiras","Corinthians","Campeonato Brasileiro da Série A",0,2,0.48271359827708,0.283453915267355,0.233832486455564
"Atlético PR","Cruzeiro","Campeonato Brasileiro da Série A",0,2,0.369981583793739,0.297790055248619,0.332228360957643
"Sao Paulo","Atlético Goianiense","Campeonato Brasileiro da Série A",2,2,0.716385710445586,0.206768167470784,0.0768461220836301
"Sport Recife","Chapecoense","Campeonato Brasileiro da Série A",3,0,0.511591114297096,0.27746418905576,0.210944696647144
"Avaí SC","Coritiba FC","Campeonato Brasileiro da Série A",1,4,0.341463414634146,0.317073170731707,0.341463414634146
"Corinthians","Atlético PR","Campeonato Brasileiro da Série A",2,2,0.670324009684232,0.214289393705249,0.115386596610519
"Chapecoense","Sao Paulo","Campeonato Brasileiro da Série A",2,0,0.359305887670312,0.294174911053337,0.346519201276351
"Grémio","Ponte Preta","Campeonato Brasileiro da Série A",3,1,0.637590311742955,0.238371560644382,0.124038127612662
"Vasco da Gama","Santos FC","Campeonato Brasileiro da Série A",0,0,0.376867172624635,0.296682667810883,0.326450159564483
"Coritiba FC","Fluminense FC","Campeonato Brasileiro da Série A",1,2,0.431528767364035,0.293751510314072,0.274719722321893
"Botafogo","Sport Recife","Campeonato Brasileiro da Série A",2,1,0.510953910564117,0.277908109863933,0.211137979571949
"Avaí SC","Corinthians","Campeonato Brasileiro da Série A",0,0,0.223525197988937,0.289189870395182,0.487284931615882
"Ponte Preta","Coritiba FC","Campeonato Brasileiro da Série A",4,0,0.503487526199633,0.279093586276743,0.217418887523623
"Sao Paulo","Vasco da Gama","Campeonato Brasileiro da Série A",1,0,0.621999036940222,0.23560569581069,0.142395267249089
"Atlético Mineiro","Bahia","Campeonato Brasileiro da Série A",0,2,0.60984360343911,0.237809613141876,0.152346783419014
"Sport Recife","Atlético Goianiense","Campeonato Brasileiro da Série A",4,0,0.626254496476733,0.229135526683202,0.144609976840065
"Atlético PR","Botafogo","Campeonato Brasileiro da Série A",0,0,0.44347302642894,0.301123659920885,0.255403313650175
"EC Vitória","Chapecoense","Campeonato Brasileiro da Série A",1,2,0.428170648414033,0.289682219105043,0.282147132480924
"Sport Recife","Palmeiras","Campeonato Brasileiro da Série A",0,2,0.426056701410901,0.285283580769287,0.288659717819812
"Avaí SC","Cruzeiro","Campeonato Brasileiro da Série A",1,0,0.263238892953553,0.296843858011454,0.439917249034993
"Sao Paulo","Grémio","Campeonato Brasileiro da Série A",1,1,0.406594645373415,0.302113668388915,0.29129168623767
"VfL Bochum","FC St. Pauli","Germany – 2. Bundesliga",0,1,0.393640736829755,0.286284172239822,0.320075090930424
"Chamois Niortais FC","Ajaccio AC","France – Ligue 2",0,0,0.42627507634914,0.309895214234771,0.263829709416089
"FC Valenciennes","Gazélec Ajaccio","France – Ligue 2",1,1,0.374937493749375,0.326032603260326,0.299029902990299
"RC Tours","Le Havre AC","France – Ligue 2",0,3,0.376526596663659,0.326155145604976,0.297318257731365
"US Orleans","AS Nancy","France – Ligue 2",3,1,0.312604729100726,0.334016011915844,0.35337925898343
"Sochaux FC","FC Bourg-en-Bresse Péronnas","France – Ligue 2",2,0,0.49056654048118,0.306042628997539,0.203390830521281
"Paris FC","Clermont Foot Auvergne","France – Ligue 2",0,0,0.330400174123939,0.316454712229097,0.353145113646964
"Botafogo","Sao Paulo","Campeonato Brasileiro da Série A",3,4,0.386840202458424,0.303687635574837,0.309472161966739
"FC Ingolstadt 04","1. FC Union Berlin","Germany – 2. Bundesliga",0,1,0.455793266843531,0.274759884801453,0.269446848355016
"SV Darmstadt 98","SpVgg Greuther Fürth","Germany – 2. Bundesliga",1,0,0.462426026184369,0.282817076883773,0.254756896931858
"Arminia Bielefeld","Jahn Regensburg","Germany – 2. Bundesliga",2,1,0.46953444653323,0.277452172951454,0.253013380515316
"FC Lorient","Quevilly Rouen","France – Ligue 2",1,1,0.572820153923028,0.261719739548716,0.165460106528256
"Chapecoense","Atlético Goianiense","Campeonato Brasileiro da Série A",1,2,0.632036002535639,0.227397163170317,0.140566834294043
"Coritiba FC","Atlético Mineiro","Campeonato Brasileiro da Série A",0,2,0.43707586448062,0.288366620648456,0.274557514870924
"Bahia","Sport Recife","Campeonato Brasileiro da Série A",1,3,0.588782210022466,0.255533750560866,0.155684039416668
"Corinthians","EC Flamengo","Campeonato Brasileiro da Série A",1,1,0.418585278596956,0.292007095548176,0.289407625854869
"1. FC Nürnberg","1. FC Kaiserslautern","Germany – 2. Bundesliga",3,0,0.439028628524263,0.298970415743516,0.262000955732221
"Holstein Kiel","SV Sandhausen","Germany – 2. Bundesliga",2,2,0.455555398510268,0.291882800243106,0.252561801246625
"Dynamo Dresden","MSV Duisburg","Germany – 2. Bundesliga",1,0,0.437219363508243,0.282608458151705,0.280172178340052
"Grémio","Santos FC","Campeonato Brasileiro da Série A",1,1,0.574262346318882,0.268089122714763,0.157648530966355
"Cruzeiro","EC Vitória","Campeonato Brasileiro da Série A",0,0,0.669733217354183,0.214406037770068,0.115860744875749
"Fortuna Düsseldorf","Eintracht Braunschweig","Germany – 2. Bundesliga",2,2,0.376793158410986,0.295725539480137,0.327481302108877
"AJ Auxerre","RC Lens","France – Ligue 2",1,0,0.320912771667468,0.323038021810961,0.35604920652157
"Vasco da Gama","Atlético PR","Campeonato Brasileiro da Série A",0,1,0.492310192668334,0.279360241920904,0.228329565410762
"Sport Recife","Fluminense FC","Campeonato Brasileiro da Série A",2,2,0.485237229405221,0.27629655272082,0.238466217873959
"Chapecoense","Bahia","Campeonato Brasileiro da Série A",1,1,0.4800024493045,0.277608254156164,0.242389296539337
"EC Vitória","Ponte Preta","Campeonato Brasileiro da Série A",3,1,0.428212641272499,0.285475094181666,0.286312264545835
"Atlético Mineiro","Corinthians","Campeonato Brasileiro da Série A",0,2,0.428401781296388,0.293320138545275,0.278278080158337
"Botafogo","Palmeiras","Campeonato Brasileiro da Série A",1,2,0.341125714859035,0.300190629075951,0.358683656065015
"Santos FC","EC Flamengo","Campeonato Brasileiro da Série A",3,2,0.349820413625491,0.293975588558771,0.356203997815737
"Sao Paulo","Coritiba FC","Campeonato Brasileiro da Série A",1,2,0.657080266142669,0.224896605789066,0.118023128068264
"1. FC Union Berlin","Holstein Kiel","Germany – 2. Bundesliga",4,3,0.552905233380481,0.261386138613861,0.185708628005658
"SV Sandhausen","FC Ingolstadt 04","Germany – 2. Bundesliga",1,0,0.27331823106471,0.293016842312617,0.433664926622673
"1. FC Kaiserslautern","SV Darmstadt 98","Germany – 2. Bundesliga",1,1,0.359973053127154,0.312668901914932,0.327358044957915
"Nottingham Forest","Millwall FC","England – Championship",1,0,0.4834055514748,0.274291914039072,0.242302534486128
"Sunderland AFC","Derby County","England – Championship",1,1,0.372667856841847,0.294093308712542,0.333238834445611
"AS Monaco FC","Toulouse FC","France – Ligue 1",3,2,0.741981679464705,0.169914503767146,0.0881038167681497
"Gazélec Ajaccio","FC Lorient","France – Ligue 2",0,0,0.391828038805402,0.310717139052692,0.297454822141906
"AS Nancy","Chamois Niortais FC","France – Ligue 2",0,0,0.527970369423683,0.294683651324602,0.177345979251715
"RC Lens","Nîmes Olympique","France – Ligue 2",1,2,0.478164916739116,0.300140440045476,0.221694643215408
"Clermont Foot Auvergne","RC Tours","France – Ligue 2",2,0,0.427877342022576,0.316740370068661,0.255382287908763
"LB Châteauroux","FC Valenciennes","France – Ligue 2",0,1,0.43012825584992,0.323308324761364,0.246563419388717
"FC Bourg-en-Bresse Péronnas","Paris FC","France – Ligue 2",1,2,0.39644983794377,0.327270671591166,0.276279490465064
"Quevilly Rouen","Sochaux FC","France – Ligue 2",1,1,0.3421926910299,0.315614617940199,0.3421926910299
"Le Havre AC","AJ Auxerre","France – Ligue 2",4,1,0.474009198747689,0.308031214328151,0.21795958692416
"Ajaccio AC","Stade Brestois","France – Ligue 2",2,1,0.344884507676831,0.324260184958615,0.330855307364553
"MSV Duisburg","VfL Bochum","Germany – 2. Bundesliga",1,1,0.384817726297596,0.28496706262271,0.330215211079694
"Eintracht Braunschweig","1. FC Heidenheim 1846","Germany – 2. Bundesliga",2,0,0.473824943409904,0.284571248811779,0.241603807778317
"Bradford City AFC","Blackpool FC","England – League One",2,1,0.603437799041838,0.252831675540462,0.1437305254177
"Southend United FC","Blackburn Rovers FC","England – League One",2,1,0.327275227465451,0.290261957692572,0.382462814841977
"Bury FC","Walsall FC","England – League One",1,0,0.466472303206997,0.276967930029155,0.256559766763848
"Charlton Athletic","Bristol Rovers","England – League One",1,0,0.417131546465122,0.274954315134756,0.307914138400122
"Doncaster Rovers FC","Gillingham FC","England – League One",0,0,0.537294019608163,0.255004823506194,0.207701156885642
"Fleetwood Town FC","Rotherham United","England – League One",2,0,0.42099503076195,0.283926881211548,0.295078088026503
"Milton Keynes Dons","Wigan Athletic FC","England – League One",0,1,0.392293961822254,0.291585661175347,0.316120377002399
"Oldham Athletic AFC","Oxford United","England – League One",0,2,0.326597352913954,0.309027242155925,0.364375404930121
"Peterborough United FC","Plymouth Argyle","England – League One",2,1,0.465140587435978,0.274380683599875,0.260478728964148
"Portsmouth","Rochdale AFC","England – League One",2,0,0.492588480745929,0.26948021100281,0.237931308251261
"Scunthorpe United FC","AFC Wimbledon","England – League One",1,1,0.490640794528182,0.273508055856462,0.235851149615355
"Shrewsbury Town FC","Northampton Town","England – League One",1,0,0.395428774320756,0.286424947968407,0.318146277710837
"Crewe Alexandra FC","Mansfield Town","League Two",2,2,0.296416622579227,0.286826673025193,0.41675670439558
"Accrington Stanley","Colchester United FC","League Two",3,1,0.462231661722631,0.276291446525425,0.261476891751944
"Carlisle United","Swindon Town FC","League Two",1,2,0.391872426816682,0.279588063831959,0.328539509351359
"Chesterfield FC","Grimsby Town","League Two",1,3,0.4397430698375,0.278922747154071,0.281334183008429
"Coventry City FC","Notts County","League Two",3,0,0.443349575888829,0.274751849846598,0.281898574264573
"Crawley Town","Port Vale FC","League Two",1,3,0.314695019755652,0.290343619417417,0.394961360826931
"Wycombe Wanderers","Lincoln City","League Two",2,2,0.401401182718746,0.281908923123281,0.316689894157972
"Exeter City","Cambridge United","League Two",1,0,0.4397227834626,0.282952051967238,0.277325164570162
"Forest Green Rovers","Barnet FC","League Two",2,2,0.44121162944019,0.278593628875091,0.280194741684718
"Luton Town","Yeovil Town","League Two",8,2,0.594430477062156,0.24326076176212,0.162308761175724
"Morecambe FC","Cheltenham Town","League Two",2,1,0.35337552742616,0.282700421940928,0.363924050632911
"Stevenage FC","Newport County","League Two",3,3,0.451404566627611,0.276998256794216,0.271597176578173
"Bristol City","Barnsley FC","England – Championship",3,1,0.528305517880887,0.252855455559044,0.218839026560069
"Burton Albion FC","Cardiff City FC","England – Championship",0,1,0.312491884666794,0.299071987779263,0.388436127553943
"Fulham FC","Norwich City FC","England – Championship",1,1,0.478519064586149,0.256214932219355,0.265266003194496
"Ipswich Town","Birmingham City","England – Championship",1,0,0.385638632970742,0.296554936600601,0.317806430428657
"Preston North End","Sheffield Wednesday","England – Championship",1,0,0.32432494445443,0.295823661456919,0.379851394088651
"Queens Park Rangers","Reading","England – Championship",2,0,0.393466269398077,0.284488731226598,0.322044999375324
"Sheffield United FC","Brentford FC","England – Championship",1,0,0.449814033598762,0.263098774369087,0.287087192032151
"Wolverhampton Wanderers FC","Middlesbrough FC","England – Championship",1,0,0.366871231696813,0.296619293712317,0.33650947459087
"Aston Villa FC","Hull City FC","England – Championship",1,1,0.485281302897665,0.285209186790733,0.229509510311602
"Paris Saint-Germain","Amiens SC","France – Ligue 1",2,0,0.88264996970309,0.0848313472025853,0.0325186830943244
"Montpellier Hérault SC","SM Caen","France – Ligue 1",1,0,0.519351281641411,0.275401859131881,0.205246859226707
"FC Metz","EA Guingamp","France – Ligue 1",1,3,0.331973368429202,0.311821630409538,0.35620500116126
"Olympique Lyonnais","RC Strasbourg Alsace","France – Ligue 1",4,0,0.704004097427524,0.18239632733842,0.113599575234056
"AS Saint-Étienne","OGC Nice","France – Ligue 1",1,0,0.425506044702599,0.315342667433318,0.259151287864083
"Stade de Reims","US Orleans","France – Ligue 2",2,0,0.543817996614266,0.294688695235276,0.161493308150458
"Corinthians","Sport Recife","Campeonato Brasileiro da Série A",3,1,0.620987852960989,0.234013921979133,0.144998225059879
"EC Flamengo","EC Vitória","Campeonato Brasileiro da Série A",0,2,0.726122166190608,0.178038080982095,0.0958397528272969
"Cruzeiro","Botafogo","Campeonato Brasileiro da Série A",0,0,0.640135493583769,0.229478815685712,0.130385690730518
"Palmeiras","Atlético PR","Campeonato Brasileiro da Série A",0,1,0.60638941023293,0.236926954033705,0.156683635733365
"Bahia","Sao Paulo","Campeonato Brasileiro da Série A",2,1,0.391753989452777,0.295596192041641,0.312649818505582
"Coritiba FC","Chapecoense","Campeonato Brasileiro da Série A",2,0,0.532391055319555,0.269627145880069,0.197981798800375
"Jahn Regensburg","1. FC Nürnberg","Germany – 2. Bundesliga",0,1,0.306582674817355,0.278552258834054,0.414865066348591
"SpVgg Greuther Fürth","Arminia Bielefeld","Germany – 2. Bundesliga",1,2,0.418585278596956,0.292007095548176,0.289407625854869
"Erzgebirge Aue","Fortuna Düsseldorf","Germany – 2. Bundesliga",0,2,0.362760908985686,0.303051815270651,0.334187275743663
"Bolton Wanderers FC","Leeds United","England – Championship",2,3,0.354497354497355,0.291005291005291,0.354497354497355
"OSC Lille","FC Nantes","France – Ligue 1",3,0,0.466735762713615,0.296497794550594,0.23676644273579
"Angers SCO","FC Girondins de Bordeaux","France – Ligue 1",2,2,0.372445423423354,0.315795148663167,0.311759427913478
"Olympique de Marseille","Dijon FCO","France – Ligue 1",3,0,0.716698529674604,0.17583565085458,0.107465819470816
"Desportivo Aves","Sporting CP","Portugal – Primeira Liga",0,2,0.0993178944368919,0.204038017441481,0.696644088121627
"Vitoria Setubal","Moreirense FC","Portugal – Primeira Liga",1,1,0.396386556534007,0.312535554190275,0.291077889275718
"Ponte Preta","Vasco da Gama","Campeonato Brasileiro da Série A",0,0,0.561777206395476,0.260654727723601,0.177568065880923
"Avaí SC","Santos FC","Campeonato Brasileiro da Série A",0,0,0.271799931774916,0.300234386175984,0.4279656820491
"FC St. Pauli","Dynamo Dresden","Germany – 2. Bundesliga",2,2,0.537669886092003,0.261340449003938,0.200989664904059
"Portimonense S.C.","Boavista Porto FC","Portugal – Primeira Liga",2,1,0.347421189552164,0.315939657812809,0.336639152635027
"Feirense","CD Tondela","Portugal – Primeira Liga",1,1,0.429436867269171,0.299025057883748,0.27153807484708
"FC Rio Ave","C.F. Os Belenenses","Portugal – Primeira Liga",1,0,0.511016973246524,0.283598214539562,0.205384812213914
"Maritimo Funchal","FC Paços de Ferreira","Portugal – Primeira Liga",1,0,0.470771487420618,0.29440996343223,0.234818549147152
"FC Porto","GD Estoril Praia","Portugal – Primeira Liga",4,0,0.81581294751015,0.133174974388234,0.0510120781016157
"SL Benfica","Sporting Braga","Portugal – Primeira Liga",3,1,0.720056781742944,0.187576166547875,0.0923670517091811
"Vitoria Guimaraes","G.D. Chaves","Portugal – Primeira Liga",3,2,0.547831935517836,0.262318719123964,0.1898493453582
"ADO Den Haag","FC Utrecht","Netherlands – Eredivisie",0,3,0.304952215464813,0.278019113814075,0.417028670721112
"Arsenal FC","Leicester City FC","England – Premiere League",4,3,0.637743262206477,0.211534394722391,0.150722343071132
"OGC Nice","ES Troyes AC","France – Ligue 1",1,2,0.628417651491124,0.225314024050382,0.146268324458494
"RC Tours","Stade de Reims","France – Ligue 2",0,1,0.28630742880804,0.311919594963392,0.401772976228567
"Quevilly Rouen","FC Bourg-en-Bresse Péronnas","France – Ligue 2",1,4,0.422459716353196,0.313788406680348,0.263751876966455
"Stade Brestois","Gazélec Ajaccio","France – Ligue 2",0,0,0.469304831728646,0.303153431675647,0.227541736595707
"Chamois Niortais FC","AJ Auxerre","France – Ligue 2",2,0,0.409515340151178,0.31747443308137,0.273010226767452
"FC Valenciennes","Clermont Foot Auvergne","France – Ligue 2",0,0,0.3905333308018,0.318023885017752,0.291442784180448
"Paris FC","Le Havre AC","France – Ligue 2",0,3,0.287866808749556,0.335349993697936,0.376783197552508
"US Orleans","Ajaccio AC","France – Ligue 2",0,0,0.400326938614457,0.318175156423216,0.281497904962327
"Sporting CP","Vitoria Setubal","Portugal – Primeira Liga",1,0,0.835917407597913,0.123447718421633,0.0406348739804541
"Atlético Goianiense","Coritiba FC","Campeonato Brasileiro da Série A",1,0,0.41271530723912,0.302486995367802,0.284797697393077
"VVV Venlo","Sparta Rotterdam","Netherlands – Eredivisie",3,0,0.462148582744346,0.277815814698168,0.260035602557485
"PSV Eindhoven","AZ Alkmaar","Netherlands – Eredivisie",3,2,0.672507447303702,0.185092738116307,0.142399814579991
